source,title,company,team_or_department,commitment,location,remote,salary,skills,posted_at,updated_at,apply_url,description
Greenhouse,"Software Engineer, AI Reliability Engineering",anthropic,AI Research & Engineering,,"Dublin, IE",,1000 ,llm,,2025-09-04,https://job-boards.greenhouse.io/anthropic/jobs/4608196008,"About Anthropic Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems. About the role Anthropic is seeking talented and experienced Reliability Engineers, including Software Engineers and Systems Engineers with experience and interest in reliability, to join our team. We will be defining and achieving reliability metrics for all of Anthropic’s internal and external products and services. While significantly improving reliability for Anthropic’s services, we plan to use the developing capabilities of modern AI models to reengineer the way we work. This team will be a critical part of Anthropic’s mission to bring the capabilities of groundbreaking AI technologies to benefit humanity in a safe and reliable way. Responsibilities: Develop appropriate Service Level Objectives for large language model serving and training systems, balancing availability/latency with development velocity Design and implement monitoring systems including availability, latency and other salient metrics Assist in the design and implementation of high-availability language model serving infrastructure capable of handling the needs of millions of external customers and high-traffic internal workloads Develop and manage automated failover and recovery systems for model serving deployments across multiple regions and cloud providers Lead incident response for critical AI services, ensuring rapid recovery and systematic improvements from each incident Build and maintain cost optimization systems for large-scale AI infrastructure, focusing on accelerator (GPU/TPU/Trainium) utilization and efficiency You may be a good fit if you: Have extensive experience with distributed systems observability and monitoring at scale Understand the unique challenges of operating AI infrastructure, including model serving, batch inference, and training pipelines Have proven experience implementing and maintaining SLO/SLA frameworks for business-critical services Are comfortable working with both traditional metrics (latency, availability) and AI-specific metrics (model performance, training convergence) Have experience with chaos engineering and systematic resilience testing Can effectively bridge the gap between ML engineers and infrastructure teams Have excellent communication skills Strong candidates may also: Have experience operating large-scale model training infrastructure or serving infrastructure (>1000 GPUs) Have experience with one or more ML hardware accelerators (GPUs, TPUs, Trainium, e.g.) Understand ML-specific networking optimizations like RDMA and InfiniBand Have expertise in AI-specific observability tools and frameworks Understand ML model deployment strategies and their reliability implications Have contributed to op"
Greenhouse,"Solutions Architect, Applied AI",anthropic,Sales,,"Tokyo, Japan",, 25,"llm, python",,2025-09-09,https://job-boards.greenhouse.io/anthropic/jobs/4858547008,"About Anthropic Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems. About the role As an Applied AI team member at Anthropic, you will be a Pre-Sales architect focused on becoming a trusted technical advisor helping large enterprises understand the value of Claude and paint the vision on how they can successfully integrate and deploy Claude into their technology stack. You'll combine your deep technical expertise with customer-facing skills to architect innovative LLM solutions that address complex business challenges while maintaining our high standards for safety and reliability. Working closely with our Sales, Product, and Engineering teams, you'll guide customers from initial technical discovery through successful deployment. You'll leverage your expertise to help customers understand Claude's capabilities, develop evals, and design scalable architectures that maximize the value of our AI systems. Responsibilities: Partner with account executives across Japan to deeply understand customer requirements and translate them into technical solutions, ensuring alignment between business objectives and technical implementation Serve as the primary technical advisor to enterprise customers across Japan throughout their Claude adoption journey, from discovery to initial evaluation through deployment. You will need to coordinate internally across multiple teams & stakeholders to drive customer success Support customers building with both the Claude API and Claude for Work Create and deliver compelling technical content tailored to different audiences across Japan. You will need to be able to spread the gamut from technical deep dives for engineering & development teams up to business value focused conversations with executives Guide technical architecture decisions and help customers across Japan integrate Claude effectively into their existing technology stack Help customers develop evaluation frameworks to measure Claude's performance for their specific use cases Identify common integration patterns and contribute insights back to our Product and Engineering teams Travel occasionally to customer sites for workshops, technical deep dives, and relationship building Maintain strong knowledge of the latest developments in LLM capabilities and implementation patterns You may be a good fit if you have: 5+ years of experience in technical customer-facing roles such as Solutions Architect, Sales Engineer, or Technical Account Manager Native-level Japanese fluency and business-level English required Experience working with enterprise customers, navigating complex buying cycles involving multiple stakeholders Exceptional ability to build relationships with and communicate technical concepts to d"
Greenhouse,"Solutions Architect, Applied AI",anthropic,Sales,,"San Francisco, CA | New York City, NY | Seattle, WA",,"$240,00","llm, python",,2025-09-03,https://job-boards.greenhouse.io/anthropic/jobs/4461444008,"About Anthropic Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems. About the role As an Applied AI team member at Anthropic, you will be a Pre-Sales architect focused on becoming a trusted technical advisor helping large enterprises understand the value of Claude and paint the vision on how they can successfully integrate and deploy Claude into their technology stack. You'll combine your deep technical expertise with customer-facing skills to architect innovative LLM solutions that address complex business challenges while maintaining our high standards for safety and reliability. Working closely with our Sales, Product, and Engineering teams, you'll guide customers from initial technical discovery through successful deployment. You'll leverage your expertise to help customers understand Claude's capabilities, develop evals, and design scalable architectures that maximize the value of our AI systems. Responsibilities: Partner with account executives to deeply understand customer requirements and translate them into technical solutions, ensuring alignment between business objectives and technical implementation Serve as the primary technical advisor to enterprise customers throughout their Claude adoption journey, from discovery to initial evaluation through deployment. You will need to coordinate internally across multiple teams & stakeholders to drive customer success Support customers building with both the Claude API and Claude for Work Create and deliver compelling technical content tailored to different audiences. You will need to be able to spread the gamut from technical deep dives for engineering & development teams up to business value focused conversations with executives Guide technical architecture decisions and help customers integrate Claude effectively into their existing technology stack Help customers develop evaluation frameworks to measure Claude's performance for their specific use cases Identify common integration patterns and contribute insights back to our Product and Engineering teams Travel occasionally to customer sites for workshops, technical deep dives, and relationship building Maintain strong knowledge of the latest developments in LLM capabilities and implementation patterns You may be a good fit if you have: 5+ years of experience in technical customer-facing roles such as Solutions Architect, Sales Engineer, or Technical Account Manager Experience working with enterprise customers, navigating complex buying cycles involving multiple stakeholders Exceptional ability to build relationships with and communicate technical concepts to diverse stakeholders to include C-suite executives, engineering & IT teams, and more Strong technical communication ski"
Greenhouse,"Solutions Architect, Applied AI",anthropic,Sales,,"London, UK",,"£105,00","llm, python",,2025-09-03,https://job-boards.greenhouse.io/anthropic/jobs/4819502008,"About Anthropic Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems. About the role As an Applied AI team member at Anthropic, you will be a Pre-Sales architect focused on becoming a trusted technical advisor helping large enterprises understand the value of Claude and paint the vision on how they can successfully integrate and deploy Claude into their technology stack. You'll combine your deep technical expertise with customer-facing skills to architect innovative LLM solutions that address complex business challenges while maintaining our high standards for safety and reliability. Working closely with our Sales, Product, and Engineering teams, you'll guide customers from initial technical discovery through successful deployment. You'll leverage your expertise to help customers understand Claude's capabilities, develop evals, and design scalable architectures that maximize the value of our AI systems. Responsibilities: Partner with account executives to deeply understand customer requirements and translate them into technical solutions, ensuring alignment between business objectives and technical implementation Serve as the primary technical advisor to enterprise customers throughout their Claude adoption journey, from discovery to initial evaluation through deployment. You will need to coordinate internally across multiple teams & stakeholders to drive customer success Support customers building with both the Claude API and Claude for Work Create and deliver compelling technical content tailored to different audiences. You will need to be able to spread the gamut from technical deep dives for engineering & development teams up to business value focused conversations with executives Guide technical architecture decisions and help customers integrate Claude effectively into their existing technology stack Help customers develop evaluation frameworks to measure Claude's performance for their specific use cases Identify common integration patterns and contribute insights back to our Product and Engineering teams Travel occasionally to customer sites for workshops, technical deep dives, and relationship building Maintain strong knowledge of the latest developments in LLM capabilities and implementation patterns You may be a good fit if you have: 5+ years of experience in technical customer-facing roles such as Solutions Architect, Sales Engineer, or Technical Account Manager Experience working with enterprise customers, navigating complex buying cycles involving multiple stakeholders Exceptional ability to build relationships with and communicate technical concepts to diverse stakeholders to include C-suite executives, engineering & IT teams, and more Strong technical communication ski"
Greenhouse,"Tech Lead Manager, Safeguards ML Infrastructure",anthropic,Safeguards (Trust & Safety) ,,"San Francisco, CA",,"$405,00",llm,,2025-09-12,https://job-boards.greenhouse.io/anthropic/jobs/4778852008,"About Anthropic Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems. About the role Anthropic is seeking an ML Infrastructure Engineering Manager to lead a critical team within our Safeguards organization. You'll manage and grow a team of infrastructure engineers who build and scale the foundational systems that power our AI safety and trust mechanisms. This role combines deep technical leadership in ML infrastructure with people management, driving both the strategic vision and day-to-day execution of systems that ensure our AI models operate safely and reliably at scale. Your team will be responsible for the infrastructure backbone that enables real-time safety evaluations and systems to make Claude safe You'll work closely with research teams to translate cutting-edge safety research into production-ready systems, while partnering with Safeguards, Security, and Alignment teams to ensure our infrastructure meets the demanding requirements of safety-critical applications. Responsibilities: Set team vision and roadmap for ML infrastructure that powers Anthropic's safety and trust systems, ensuring scalability, reliability, and performance at production scale Lead a team of ML infrastructure and software engineers to build robust platforms supporting real-time safety evaluations, feature stores, model serving, and data pipelines Partner with Safeguards, Security, Research, and Product teams to identify infrastructure requirements and translate complex safety research into scalable production systems Drive technical strategy for ML infrastructure architecture, making key decisions about technology choices, system design, and platform evolution Maintain deep technical expertise in ML infrastructure, distributed systems, and safety-critical applications to provide technical leadership and guidance Hire, support, and develop team members through continuous feedback, career coaching, and people management practices Collaborate across teams to ensure infrastructure supports rapid experimentation while maintaining production reliability and safety standards Champion engineering best practices including automated testing, deployment pipelines, monitoring, and incident response for safety-critical systems You may be a good fit if you: Have 4+ years of management experience leading technical teams focused on LLM infrastructure, platform engineering, or distributed systems Have 8+ years of hands-on experience building production ML infrastructure, ideally in safety-critical domains like fraud detection, content moderation, or risk assessment Demonstrated ability to lead and manage high-performing technical teams through periods of rapid growth and scaling challenges Possess deep technical knowl"
Greenhouse,AI Engineer - FDE (Forward Deployed Engineer),databricks,Professional Services Operations,,Remote - India,remote,326,"aws, azure, databricks, gcp, pytorch, rag, spark",,2025-09-11,https://databricks.com/company/careers/open-positions/job?gh_jid=8099751002,"CSQ326R35 Mission The AI Forward Deployed Engineering (AI FDE) team is a highly specialized customer-facing AI team at Databricks. We deliver professional services engagements to help our customers build and productionize first-of-its-kind AI applications. We work cross-functionally to shape long-term strategic priorities and initiatives alongside engineering, product, and developer relations, as well as support internal subject matter expert (SME) teams. We view our team as an ensemble: we look for individuals with strong, unique specializations to improve the overall strength of the team. This team is the right fit for you if you love working with customers, teammates, and fueling your curiosity for the latest trends in GenAI, LLMOps, and ML more broadly. This role can be remote. The impact you will have: Develop cutting-edge GenAI solutions, incorporating the latest techniques from our Mosaic AI research to solve customer problems Own production rollouts of consumer and internally facing GenAI applications Serve as a trusted technical advisor to customers across a variety of domains Present at conferences such as Data + AI Summit, recognized as a thought leader internally and externally Collaborate cross-functionally with the product and engineering teams to influence priorities and shape the product roadmap What we look for: Experience building GenAI applications, including RAG, multi-agent systems, Text2SQL, fine-tuning, etc., with tools such as HuggingFace, LangChain, and DSPy Minimum of 5+ years of relevant experience as a Data Scientist preferably working in a consulting role Expertise in deploying production-grade GenAI applications, including evaluation and optimizations Extensive years of hands-on industry data science experience, leveraging common machine learning and data science tools, i.e. pandas, scikit-learn, PyTorch, etc. Experience building production-grade machine learning deployments on AWS, Azure, or GCP Graduate degree in a quantitative discipline (Computer Science, Engineering, Statistics, Operations Research, etc.) or equivalent practical experience Experience communicating and/or teaching technical concepts to non-technical and technical audiences alike Passion for collaboration, life-long learning, and driving business value through AI [Preferred] Experience using the Databricks Intelligence Platform and Apache Spark™ to process large-scale distributed datasets About Databricks Databricks is the data and AI company. More than 10,000 organizations worldwide — including Comcast, Condé Nast, Grammarly, and over 50% of the Fortune 500 — rely on the Databricks Data Intelligence Platform to unify and democratize data, analytics and AI. Databricks is headquartered in San Francisco, with offices around the globe and was founded by the original creators of Lakehouse, Apache Spark™, Delta Lake and MLflow. To learn more, follow Databricks on Twitter , LinkedIn and Facebook . Benefits At Databricks, we strive to provide comprehensi"
Greenhouse,AI Engineer - FDE (Forward Deployed Engineer),databricks,Professional Services Operations,,United States,remote,426,"aws, azure, databricks, gcp, pytorch, rag, spark",,2025-09-10,https://databricks.com/company/careers/open-positions/job?gh_jid=8024010002,"CSQ426R189 The AI Forward Deployed Engineering (AI FDE) team is a highly specialized customer-facing AI team at Databricks. We deliver professional services engagements to help our customers build and productionize first-of-its-kind AI applications. We work cross-functionally to shape long-term strategic priorities and initiatives alongside engineering, product, and developer relations, as well as support internal subject matter expert (SME) teams. We view our team as an ensemble: we look for individuals with strong, unique specializations to improve the overall strength of the team. This team is the right fit for you if you love working with customers, teammates, and fueling your curiosity for the latest trends in GenAI, LLMOps, and ML more broadly. This role can be remote. The impact you will have: Develop cutting-edge GenAI solutions, incorporating the latest techniques from our Mosaic AI Research to solve customer problems Own production rollouts of consumer and internally facing GenAI applications Serve as a trusted technical advisor to customers across a variety of domains Present at conferences such as Data + AI Summit , recognized as a thought leader internally and externally Collaborate cross-functionally with the product and engineering teams to influence priorities and shape the product roadmap What we look for: Experience building GenAI applications, including RAG, multi-agent systems, Text2SQL, fine-tuning, etc., with tools such as HuggingFace, LangChain, and DSPy Expertise in deploying production-grade GenAI applications, including evaluation and optimizations Extensive years of hands-on industry data science experience, leveraging common machine learning and data science tools (i.e., pandas, scikit-learn, PyTorch, etc.) Experience building production-grade machine learning deployments on AWS, Azure, or GCP Graduate degree in a quantitative discipline (Computer Science, Engineering, Statistics, Operations Research, etc.) or equivalent practical experience Experience communicating and/or teaching technical concepts to non-technical and technical audiences alike Passion for collaboration, life-long learning, and driving business value through AI [Preferred] Experience using the Databricks Intelligence Platform and Apache Spark™ to process large-scale distributed datasets Pay Range Transparency Databricks is committed to fair and equitable compensation practices. The pay range(s) for this role is listed below and represents the expected base salary range for non-commissionable roles or on-target earnings for commissionable roles. Actual compensation packages are based on several factors that are unique to each candidate, including but not limited to job-related skills, depth of experience, relevant certifications and training, and specific work location. Based on the factors above, Databricks anticipated utilizing the full width of the range. The total compensation package for this position may also include eligibility for annual perfo"
Greenhouse,Data Scientist - New Grad (2026 Start),databricks,University Recruiting,,"Mountain View, California; San Francisco, California",,978,"databricks, python, spark, sql",,2025-09-17,https://databricks.com/company/careers/open-positions/job?gh_jid=6866554002,"(P-978) At Databricks, we are passionate about helping data teams solve the world's toughest problems — from making the next mode of transportation a reality to accelerating the development of medical breakthroughs. We do this by building and running the world's best data and AI infrastructure platform so our customers can use deep data insights to improve their business. As a Data Scientist, you will join the Data team of data scientists and engineers to turn Databricks business and operations data into insights for product design, strategies for customer acquisition/retention, and optimizations to engineering system efficiency/stability/performance. The Data team also functions as an internal ""customer"" that dogfoods the Databricks platform and drives product improvements. We are hiring for the Mountain View, CA office. We will discuss more with you as you move through the process! The Impact You Will Have Work with the Data team and cross-functional stakeholders (Product, Customer Success, Engineering, Sales, Marketing and Finance) to use data to solve problems Apply your expertise in data science methodologies to real data to deliver insights and/or deploy algorithms to the Databricks platform Manage your own project end-to-end from requirements gathering, data exploration to presenting insights to stakeholders and/or deployment an algorithm in a production environment What We Look For You will have graduated in fall 2025 or spring 2026 with a Master's or PhD degree in a quantitative field (e.g., Statistics, Math, Computer Science, Physics, Economics, Operational Research or Engineering) and are looking to start immediately. Proven ability to work with data in SQL and Python Experience with multiple statistical data analysis and machine learning methods such as generalized linear regression, regression and classification trees, unsupervised learning methods, causal inference, stochastic processes, time series forecasting You are excited to solve ambiguous problems with a collaborative team Pay Range Transparency Databricks is committed to fair and equitable compensation practices. The pay range(s) for this role is listed below and represents the expected salary range for non-commissionable roles or on-target earnings for commissionable roles. Actual compensation packages are based on several factors that are unique to each candidate, including but not limited to job-related skills, depth of experience, relevant certifications and training, and specific work location. Based on the factors above, Databricks anticipates utilizing the full width of the range. The total compensation package for this position may also include eligibility for annual performance bonus, equity, and the benefits listed above. For more information regarding which range your location is in visit our page here . Local Pay Range $140,000 — $150,000 USD About Databricks Databricks is the data and AI company. More than 10,000 organizations worldwide — including Comcast, Cond"
Greenhouse,Delivery Solutions Architect (Data & AI),databricks,Delivery Solutions Architects,,"Amsterdam, Netherlands",,426,"databricks, python, scala, spark, sql",,2025-09-10,https://databricks.com/company/careers/open-positions/job?gh_jid=8094446002,"REQ ID: CSQ426R252 Recruiter: Dina Hussain Location: Amsterdam, Netherlands (any location in the Netherlands) At Databricks, we are on a mission to empower our customers to solve the world's toughest data problems by utilising the Databricks Data Intelligence Platform. As a Delivery Solutions Architect (DSA), you will play an important role during this journey. You will collaborate with our sales and field engineering teams to accelerate the adoption and growth of the Databricks Platform in your customers. You will also help ensure customer success by increasing focus and technical accountability to our most complex customers who need guidance to accelerate usage on Databricks workloads that they have already selected, helping them maximise the value they get from our platform and the return on investment. This is a hybrid technical and commercial role. It is commercial in the sense that you will drive growth in your assigned customers and use cases through leading your customers' stakeholders, building executive relationships, orchestration other focused/specialised teams within Databricks, and creating and driving plans and strategies for Databricks colleagues to build upon. This is in parallel to being technical, with expectations being that you become the post-sale technical lead across all Databricks products. This requires you to use your skills and technical credibility to engage and communicate at all levels with an organisation. You will report directly to a DSA Manager within the Field Engineering organisation. The impact you will have: Engage with Solutions Architects to understand the full use case demand plan for prioritised customers Lead the post-technical win technical account strategy and execution plan for the majority of Databricks use cases within our most strategic accounts Be the accountable technical leader assigned to specific use cases and customer(s) across multiple selling teams and internal stakeholders, creating certainty from uncertainty and driving onboarding, enablement, success, go-live and healthy consumption of the workloads where the customer has made the decision to consume Databricks Be the first contact for any technical issues or questions related to the production/go live status of agreed-upon use cases within an account, oftentimes serving multiple use cases within the largest and most complex organisations Leverage both Shared Services, User Education, Onboarding/Technical Services and Support resources, along with escalating to expert-level technical experts to build the right tasks that are beyond your scope of activities or expertise Create, own and execute a point of view as to how key use cases can be accelerated into production, coordinating with Professional Services (PS) resources on the delivery of PS Engagement proposals Navigate Databricks Product and Engineering teams for new product Innovations, private previews and upgrade needs Develop an execution plan that covers all activities of all cu"
Greenhouse,"Delivery Solutions Architect (Data & AI, Project Delivery)",databricks,Delivery Solutions Architects,,"London, United Kingdom",,426,"databricks, python, scala, spark, sql",,2025-09-10,https://databricks.com/company/careers/open-positions/job?gh_jid=8128927002,"CSQ426R275 At Databricks, we are on a mission to empower our customers to solve the world's toughest data problems by utilizing the the Databricks Data Intelligence Platform. As a Delivery Solutions Architect (DSA), you will play an important role during this journey. You will collaborate with our sales and field engineering teams to accelerate the adoption and growth of the Databricks platform in your customers. You will also help ensure customer success by increasing focus and technical accountability to our most complex customers who need guidance to accelerate usage on Databricks workloads that they have already selected, helping them maximise the value they get of our platform and the return on investment. This is a hybrid technical and commercial role. It is commercial in the sense that you will drive growth in your assigned customers and use cases through leading your customers' stakeholders, building executive relationships, orchestration of other focused/specialized teams within Databricks, and creating and driving plans and strategies for Databricks colleagues to build upon. This is in parallel to being technical, with expectations being that you become the post-sale technical lead across all Databricks products. This requires you to use your skills and technical credibility to engage and communicate at all levels with an organisation. You will report directly to a DSA Manager within the Field Engineering organization. The impact you will have: Engage with Solutions Architects to understand the full use case demand plan for prioritised customers Lead the post-technical win technical account strategy and execution plan for the majority of Databricks use cases within our most strategic accounts Be the accountable technical leader assigned to specific use cases and customer(s) across multiple selling teams and internal stakeholders, creating certainty from uncertainty and driving onboarding, enablement, success, go-live and healthy consumption of the workloads where the customer has made the decision to consume Databricks Be the first contact for any technical issues or questions related to production/go live status of agreed upon use cases within an account, oftentimes services multiple use cases within the largest and most complex organizations Leverage both Shared Services, User Education, Onboarding/Technical Services and Support resources, along with escalating to expert level technical experts to build the right tasks that are beyond your scope of activities or expertise Create, own and execute a point-of-view as to how key use cases can be accelerated into production, coordinating with Professional Services (PS) resources on the delivery of PS Engagement proposals Navigate Databricks Product and Engineering teams for new product Innovations, private previews and upgrade needs Develop an execution plan that covers all activities of all customer-facing technical roles and teams to cover the below work streams: Main use cases moving fr"
Greenhouse,Engineering Manager - Data + AI Observability,databricks,Executive Engineering - Pipeline,,"Bengaluru, India",,995 ,"databricks, spark",,2025-08-08,https://databricks.com/company/careers/open-positions/job?gh_jid=7884603002,"P-995 Companies are investing billions of dollars into developing and deploying AI and the data platforms that enable it. But do they know what is happening? At Databricks, we are passionate about enabling data teams to solve the world’s toughest problems — from making the next mode of transportation a reality to accelerating the development of medical breakthroughs. We do this by building and running the world’s best data and AI infrastructure platform so our customers can use deep data insights to improve their business. Founded by engineers — and customer obsessed — we leap at every opportunity to tackle technical challenges, from designing next-gen UI/UX for interfacing with data to scaling our services and infrastructure across millions of virtual machines. And we're only getting started. As one of the first Engineering Managers in the Software Engineering team at Databricks India , you will work with your team to develop products that customers use to get insights on their AI and data workloads, optimize their performance, and lower costs and build data infrastructure that processes billions of entries daily, deploy to over 65 cloud regions worldwide, and enable some of the world's biggest companies to conduct their DevOps, FinOps, SecOps and AIOps jobs. The impact you will have: Hire great engineers to build an outstanding team. Ensure high technical standards by instituting processes (architecture reviews, testing) and culture (engineering excellence). Work with engineering and product leadership to build a long-term roadmap. Coordinate execution and collaborate across teams to unblock cross-cutting projects. What we look for: 10+ years of extensive experience with large-scale distributed systems alongside the processes around testing, monitoring, SLAs etc Extensive experience as a Software Engineering Leader , building & scaling software engineering teams from ground up Extensive experience managing a team of strong software engineers Platform mindset: effective building platforms for other software teams , iterating quickly to reduce friction to adoption, advocating for platform use BS (or higher) in Computer Science, or a related field. About Databricks Databricks is the data and AI company. More than 10,000 organizations worldwide — including Comcast, Condé Nast, Grammarly, and over 50% of the Fortune 500 — rely on the Databricks Data Intelligence Platform to unify and democratize data, analytics and AI. Databricks is headquartered in San Francisco, with offices around the globe and was founded by the original creators of Lakehouse, Apache Spark™, Delta Lake and MLflow. To learn more, follow Databricks on Twitter , LinkedIn and Facebook . Benefits At Databricks, we strive to provide comprehensive benefits and perks that meet the needs of all of our employees. For specific details on the benefits offered in your region, please visit https://www.mybenefitsnow.com/databricks . Our Commitment to Diversity and Inclusion At Databricks, we a"
Greenhouse,"Engineering Manager- AI OSS Ecosystem, Singapore",databricks,Executive Engineering - Pipeline,,Singapore,,1389 ,"databricks, spark",,2025-07-31,https://databricks.com/company/careers/open-positions/job?gh_jid=7917
